"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈"
"2015100000","2015年度","05348","秋田県 三種町","","17,078","","7,824","","9,254",""
"2015100000","2015年度","05349","秋田県 八峰町","","7,309","","3,429","","3,880",""
"2015100000","2015年度","05361","秋田県 五城目町","","9,463","","4,392","","5,071",""
"2015100000","2015年度","05363","秋田県 八郎潟町","","6,080","","2,787","","3,293",""
"2015100000","2015年度","05366","秋田県 井川町","","4,986","","2,332","","2,654",""
"2015100000","2015年度","05368","秋田県 大潟村","","3,110","","1,536","","1,574",""
"2015100000","2015年度","05434","秋田県 美郷町","","20,279","","9,486","","10,793",""
"2015100000","2015年度","05463","秋田県 羽後町","","15,319","","7,318","","8,001",""
"2015100000","2015年度","05464","秋田県 東成瀬村","","2,610","","1,239","","1,371",""
"2015100000","2015年度","06201","山形県 山形市","","253,832","","121,575","","132,257",""
"2015100000","2015年度","06202","山形県 米沢市","","85,953","","42,100","","43,853",""
"2015100000","2015年度","06203","山形県 鶴岡市","","129,652","","61,761","","67,891",""
"2015100000","2015年度","06204","山形県 酒田市","","106,244","","50,293","","55,951",""
"2015100000","2015年度","06205","山形県 新庄市","","36,894","","17,535","","19,359",""
"2015100000","2015年度","06206","山形県 寒河江市","","41,256","","19,951","","21,305",""
"2015100000","2015年度","06207","山形県 上山市","","31,569","","14,951","","16,618",""
"2015100000","2015年度","06208","山形県 村山市","","24,684","","11,845","","12,839",""
"2015100000","2015年度","06209","山形県 長井市","","27,757","","13,360","","14,397",""
"2015100000","2015年度","06210","山形県 天童市","","62,194","","30,197","","31,997",""
"2015100000","2015年度","06211","山形県 東根市","","47,768","","23,696","","24,072",""
"2015100000","2015年度","06212","山形県 尾花沢市","","16,953","","8,178","","8,775",""
"2015100000","2015年度","06213","山形県 南陽市","","32,285","","15,421","","16,864",""
"2015100000","2015年度","06301","山形県 山辺町","","14,369","","6,877","","7,492",""
"2015100000","2015年度","06302","山形県 中山町","","11,363","","5,494","","5,869",""
"2015100000","2015年度","06321","山形県 河北町","","18,952","","9,152","","9,800",""
"2015100000","2015年度","06322","山形県 西川町","","5,636","","2,688","","2,948",""
"2015100000","2015年度","06323","山形県 朝日町","","7,119","","3,504","","3,615",""
"2015100000","2015年度","06324","山形県 大江町","","8,472","","4,173","","4,299",""
"2015100000","2015年度","06341","山形県 大石田町","","7,357","","3,610","","3,747",""
"2015100000","2015年度","06361","山形県 金山町","","5,829","","2,820","","3,009",""
"2015100000","2015年度","06362","山形県 最上町","","8,902","","4,299","","4,603",""
"2015100000","2015年度","06363","山形県 舟形町","","5,631","","2,728","","2,903",""
"2015100000","2015年度","06364","山形県 真室川町","","8,137","","3,821","","4,316",""
"2015100000","2015年度","06365","山形県 大蔵村","","3,412","","1,663","","1,749",""
"2015100000","2015年度","06366","山形県 鮭川村","","4,317","","2,085","","2,232",""
"2015100000","2015年度","06367","山形県 戸沢村","","4,773","","2,279","","2,494",""
"2015100000","2015年度","06381","山形県 高畠町","","23,882","","11,548","","12,334",""
"2015100000","2015年度","06382","山形県 川西町","","15,751","","7,646","","8,105",""
"2015100000","2015年度","06401","山形県 小国町","","7,868","","3,863","","4,005",""
"2015100000","2015年度","06402","山形県 白鷹町","","14,175","","6,926","","7,249",""
"2015100000","2015年度","06403","山形県 飯豊町","","7,304","","3,527","","3,777",""
"2015100000","2015年度","06426","山形県 三川町","","7,728","","3,715","","4,013",""
"2015100000","2015年度","06428","山形県 庄内町","","21,666","","10,255","","11,411",""
"2015100000","2015年度","06461","山形県 遊佐町","","14,207","","6,690","","7,517",""
"2015100000","2015年度","07201","福島県 福島市","","294,247","","144,690","","149,557",""
"2015100000","2015年度","07202","福島県 会津若松市","","124,062","","59,200","","64,862",""
"2015100000","2015年度","07203","福島県 郡山市","","335,444","","167,096","","168,348",""
"2015100000","2015年度","07204","福島県 いわき市","","350,237","","172,829","","177,408",""
"2015100000","2015年度","07205","福島県 白河市","","61,913","","30,662","","31,251",""
"2015100000","2015年度","07207","福島県 須賀川市","","77,441","","38,032","","39,409",""
"2015100000","2015年度","07208","福島県 喜多方市","","49,377","","23,301","","26,076",""
"2015100000","2015年度","07209","福島県 相馬市","","38,556","","19,603","","18,953",""
"2015100000","2015年度","07210","福島県 二本松市","","58,162","","28,716","","29,446",""
"2015100000","2015年度","07211","福島県 田村市","","38,503","","19,189","","19,314",""
"2015100000","2015年度","07212","福島県 南相馬市","","57,797","","31,175","","26,622",""
"2015100000","2015年度","07213","福島県 伊達市","","62,400","","30,541","","31,859",""
"2015100000","2015年度","07214","福島県 本宮市","","30,924","","15,224","","15,700",""
"2015100000","2015年度","07301","福島県 桑折町","","12,271","","5,829","","6,442",""
"2015100000","2015年度","07303","福島県 国見町","","9,512","","4,594","","4,918",""
"2015100000","2015年度","07308","福島県 川俣町","","14,452","","7,291","","7,161",""
"2015100000","2015年度","07322","福島県 大玉村","","8,679","","4,309","","4,370",""
"2015100000","2015年度","07342","福島県 鏡石町","","12,486","","6,092","","6,394",""
"2015100000","2015年度","07344","福島県 天栄村","","5,611","","2,783","","2,828",""
"2015100000","2015年度","07362","福島県 下郷町","","5,800","","2,799","","3,001",""
"2015100000","2015年度","07364","福島県 檜枝岐村","","615","","315","","300",""
"2015100000","2015年度","07367","福島県 只見町","","4,470","","2,176","","2,294",""
"2015100000","2015年度","07368","福島県 南会津町","","16,264","","7,949","","8,315",""
"2015100000","2015年度","07402","福島県 北塩原村","","2,831","","1,434","","1,397",""
"2015100000","2015年度","07405","福島県 西会津町","","6,582","","3,148","","3,434",""
"2015100000","2015年度","07407","福島県 磐梯町","","3,579","","1,717","","1,862",""
"2015100000","2015年度","07408","福島県 猪苗代町","","15,037","","7,188","","7,849",""
"2015100000","2015年度","07421","福島県 会津坂下町","","16,303","","7,788","","8,515",""
"2015100000","2015年度","07422","福島県 湯川村","","3,206","","1,516","","1,690",""
"2015100000","2015年度","07423","福島県 柳津町","","3,536","","1,719","","1,817",""
"2015100000","2015年度","07444","福島県 三島町","","1,668","","800","","868",""
"2015100000","2015年度","07445","福島県 金山町","","2,189","","1,036","","1,153",""
"2015100000","2015年度","07446","福島県 昭和村","","1,322","","633","","689",""
"2015100000","2015年度","07447","福島県 会津美里町","","20,913","","9,942","","10,971",""
"2015100000","2015年度","07461","福島県 西郷村","","20,322","","10,284","","10,038",""
"2015100000","2015年度","07464","福島県 泉崎村","","6,495","","3,163","","3,332",""
"2015100000","2015年度","07465","福島県 中島村","","5,001","","2,456","","2,545",""
"2015100000","2015年度","07466","福島県 矢吹町","","17,370","","8,731","","8,639",""
"2015100000","2015年度","07481","福島県 棚倉町","","14,295","","7,053","","7,242",""
"2015100000","2015年度","07482","福島県 矢祭町","","5,950","","2,913","","3,037",""
"2015100000","2015年度","07483","福島県 塙町","","9,157","","4,499","","4,658",""
"2015100000","2015年度","07484","福島県 鮫川村","","3,577","","1,788","","1,789",""
"2015100000","2015年度","07501","福島県 石川町","","15,880","","7,792","","8,088",""
"2015100000","2015年度","07502","福島県 玉川村","","6,777","","3,374","","3,403",""
"2015100000","2015年度","07503","福島県 平田村","","6,505","","3,197","","3,308",""
"2015100000","2015年度","07504","福島県 浅川町","","6,577","","3,308","","3,269",""
"2015100000","2015年度","07505","福島県 古殿町","","5,373","","2,610","","2,763",""
"2015100000","2015年度","07521","福島県 三春町","","18,304","","9,089","","9,215",""
"2015100000","2015年度","07522","福島県 小野町","","10,475","","5,115","","5,360",""
"2015100000","2015年度","07541","福島県 広野町","","4,319","","2,750","","1,569",""
"2015100000","2015年度","07542","福島県 楢葉町","","975","","846","","129",""
"2015100000","2015年度","07543","福島県 富岡町","","0","","0","","0",""
"2015100000","2015年度","07544","福島県 川内村","","2,021","","1,222","","799",""
"2015100000","2015年度","07545","福島県 大熊町","","0","","0","","0",""
"2015100000","2015年度","07546","福島県 双葉町","","0","","0","","0",""
"2015100000","2015年度","07547","福島県 浪江町","","0","","0","","0",""
"2015100000","2015年度","07548","福島県 葛尾村","","18","","12","","6",""
"2015100000","2015年度","07561","福島県 新地町","","8,218","","4,135","","4,083",""
"2015100000","2015年度","07564","福島県 飯舘村","","41","","7","","34",""
"2015100000","2015年度","08201","茨城県 水戸市","","270,783","","132,799","","137,984",""
"2015100000","2015年度","08202","茨城県 日立市","","185,054","","92,595","","92,459",""
"2015100000","2015年度","08203","茨城県 土浦市","","140,804","","70,101","","70,703",""
"2015100000","2015年度","08204","茨城県 古河市","","140,946","","70,354","","70,592",""
"2015100000","2015年度","08205","茨城県 石岡市","","76,020","","37,530","","38,490",""
"2015100000","2015年度","08207","茨城県 結城市","","51,594","","25,689","","25,905",""
"2015100000","2015年度","08208","茨城県 龍ケ崎市","","78,342","","38,959","","39,383",""
"2015100000","2015年度","08210","茨城県 下妻市","","43,293","","21,603","","21,690",""
"2015100000","2015年度","08211","茨城県 常総市","","61,483","","30,692","","30,791",""
"2015100000","2015年度","08212","茨城県 常陸太田市","","52,294","","25,382","","26,912",""
"2015100000","2015年度","08214","茨城県 高萩市","","29,638","","14,598","","15,040",""
"2015100000","2015年度","08215","茨城県 北茨城市","","44,412","","22,003","","22,409",""
"2015100000","2015年度","08216","茨城県 笠間市","","76,739","","37,510","","39,229",""
"2015100000","2015年度","08217","茨城県 取手市","","106,570","","52,489","","54,081",""
"2015100000","2015年度","08219","茨城県 牛久市","","84,317","","41,672","","42,645",""
"2015100000","2015年度","08220","茨城県 つくば市","","226,963","","114,774","","112,189",""
"2015100000","2015年度","08221","茨城県 ひたちなか市","","155,689","","78,270","","77,419",""
"2015100000","2015年度","08222","茨城県 鹿嶋市","","67,879","","35,089","","32,790",""
"2015100000","2015年度","08223","茨城県 潮来市","","29,111","","14,415","","14,696",""
"2015100000","2015年度","08224","茨城県 守谷市","","64,753","","32,742","","32,011",""
"2015100000","2015年度","08225","茨城県 常陸大宮市","","42,587","","20,953","","21,634",""
"2015100000","2015年度","08226","茨城県 那珂市","","54,276","","26,422","","27,854",""
"2015100000","2015年度","08227","茨城県 筑西市","","104,573","","51,663","","52,910",""
"2015100000","2015年度","08228","茨城県 坂東市","","54,087","","27,298","","26,789",""
"2015100000","2015年度","08229","茨城県 稲敷市","","42,810","","21,218","","21,592",""
"2015100000","2015年度","08230","茨城県 かすみがうら市","","42,147","","21,331","","20,816",""
"2015100000","2015年度","08231","茨城県 桜川市","","42,632","","20,963","","21,669",""
"2015100000","2015年度","08232","茨城県 神栖市","","94,522","","48,705","","45,817",""
"2015100000","2015年度","08233","茨城県 行方市","","34,909","","17,213","","17,696",""
"2015100000","2015年度","08234","茨城県 鉾田市","","48,147","","24,303","","23,844",""
"2015100000","2015年度","08235","茨城県 つくばみらい市","","49,136","","24,685","","24,451",""
"2015100000","2015年度","08236","茨城県 小美玉市","","50,911","","25,696","","25,215",""
"2015100000","2015年度","08302","茨城県 茨城町","","32,921","","16,216","","16,705",""
"2015100000","2015年度","08309","茨城県 大洗町","","16,886","","8,279","","8,607",""
"2015100000","2015年度","08310","茨城県 城里町","","19,800","","9,633","","10,167",""
"2015100000","2015年度","08341","茨城県 東海村","","37,713","","19,031","","18,682",""
"2015100000","2015年度","08364","茨城県 大子町","","18,053","","8,765","","9,288",""
"2015100000","2015年度","08442","茨城県 美浦村","","15,842","","8,048","","7,794",""
"2015100000","2015年度","08443","茨城県 阿見町","","47,535","","23,496","","24,039",""
"2015100000","2015年度","08447","茨城県 河内町","","9,168","","4,495","","4,673",""
"2015100000","2015年度","08521","茨城県 八千代町","","22,021","","11,309","","10,712",""
"2015100000","2015年度","08542","茨城県 五霞町","","8,786","","4,408","","4,378",""
"2015100000","2015年度","08546","茨城県 境町","","24,517","","12,217","","12,300",""
"2015100000","2015年度","08564","茨城県 利根町","","16,313","","7,981","","8,332",""
"2015100000","2015年度","09201","栃木県 宇都宮市","","518,594","","258,960","","259,634",""
"2015100000","2015年度","09202","栃木県 足利市","","149,452","","73,161","","76,291",""
"2015100000","2015年度","09203","栃木県 栃木市","","159,211","","78,209","","81,002",""
"2015100000","2015年度","09204","栃木県 佐野市","","118,919","","58,507","","60,412",""
"2015100000","2015年度","09205","栃木県 鹿沼市","","98,374","","48,488","","49,886",""
