,年度次,ID,都道府县,市町村,現年課税,人口数量,人均烟税
2706,2015年度,35-481,,三隅町,,,
2707,2015年度,35-482,,日置町,,,
2708,2015年度,35-483,,油谷町,,,
2709,2015年度,35-501,,川上村,,,
2710,2015年度,35-502,山口県,阿武町,9482.0,3463.0,2.738088362691308
2711,2015年度,35-503,,田万川町,,,
2712,2015年度,35-504,,阿東町,,,
2713,2015年度,35-505,,むつみ村,,,
2714,2015年度,35-506,,須佐町,,,
2715,2015年度,35-507,,旭村,,,
2716,2015年度,35-508,,福栄村,,,
2717,2015年度,36-201,徳島県,徳島市,1889096.0,258554.0,7.3063886074088975
2718,2015年度,36-202,徳島県,鳴門市,360364.0,59101.0,6.097426439484949
2719,2015年度,36-203,徳島県,小松島市,294345.0,38755.0,7.595019997419688
2720,2015年度,36-204,徳島県,阿南市,523157.0,73019.0,7.164669469590106
2721,2015年度,36-205,徳島県,吉野川市,286400.0,41466.0,6.9068634543963725
2722,2015年度,36-206,徳島県,阿波市,247268.0,37202.0,6.646631901510672
2723,2015年度,36-207,徳島県,美馬市,224758.0,30501.0,7.368873151699944
2724,2015年度,36-208,徳島県,三好市,191848.0,26836.0,7.148904456699955
2725,2015年度,36-301,徳島県,勝浦町,37648.0,5301.0,7.1020562158083385
2726,2015年度,36-302,徳島県,上勝町,3709.0,1545.0,2.4006472491909383
2727,2015年度,36-321,徳島県,佐那河内村,10743.0,2289.0,4.693315858453473
2728,2015年度,36-341,徳島県,石井町,157609.0,25590.0,6.159007424775303
2729,2015年度,36-342,徳島県,神山町,21074.0,5300.0,3.97622641509434
2730,2015年度,36-361,,那賀川町,,,
2731,2015年度,36-362,,羽ノ浦町,,,
2732,2015年度,36-363,,鷲敷町,,,
2733,2015年度,36-364,,相生町,,,
2734,2015年度,36-365,,上那賀町,,,
2735,2015年度,36-366,,木沢村,,,
2736,2015年度,36-367,,木頭村,,,
2737,2015年度,36-368,徳島県,那賀町,42537.0,8402.0,5.062723161152107
2738,2015年度,36-381,,由岐町,,,
2739,2015年度,36-382,,日和佐町,,,
2740,2015年度,36-383,徳島県,牟岐町,27808.0,4259.0,6.529232214134773
2741,2015年度,36-384,,海南町,,,
2742,2015年度,36-385,,海部町,,,
2743,2015年度,36-386,,宍喰町,,,
2744,2015年度,36-387,徳島県,美波町,38633.0,7092.0,5.447405527354766
2745,2015年度,36-388,徳島県,海陽町,69793.0,9283.0,7.518366907249812
2746,2015年度,36-401,徳島県,松茂町,145580.0,15204.0,9.575111812680873
2747,2015年度,36-402,徳島県,北島町,196212.0,22446.0,8.741512964448008
2748,2015年度,36-403,徳島県,藍住町,224314.0,34626.0,6.478195575579044
2749,2015年度,36-404,徳島県,板野町,111190.0,13358.0,8.323850875879623
2750,2015年度,36-405,徳島県,上板町,89938.0,12039.0,7.47055403272697
2751,2015年度,36-406,,吉野町,,,
2752,2015年度,36-407,,土成町,,,
2753,2015年度,36-421,,市場町,,,
2754,2015年度,36-422,,阿波町,,,
2755,2015年度,36-441,,鴨島町,,,
2756,2015年度,36-442,,川島町,,,
2757,2015年度,36-443,,山川町,,,
2758,2015年度,36-444,,美郷村,,,
2759,2015年度,36-461,,脇町,,,
2760,2015年度,36-462,,美馬町,,,
2761,2015年度,36-463,,半田町,,,
2762,2015年度,36-464,,貞光町,,,
2763,2015年度,36-465,,一宇村,,,
2764,2015年度,36-466,,穴吹町,,,
2765,2015年度,36-467,,木屋平村,,,
2766,2015年度,36-468,徳島県,つるぎ町,57106.0,8927.0,6.396997871625406
2767,2015年度,36-481,,三野町,,,
2768,2015年度,36-482,,三好町,,,
2769,2015年度,36-483,,池田町,,,
2770,2015年度,36-484,,山城町,,,
2771,2015年度,36-485,,井川町,,,
2772,2015年度,36-486,,三加茂町,,,
2773,2015年度,36-487,,東祖谷山村,,,
2774,2015年度,36-488,,西祖谷山村,,,
2775,2015年度,36-489,徳島県,東みよし町,97719.0,14638.0,6.675707063806531
2776,2015年度,37-201,香川県,高松市,3110876.0,420748.0,7.393679827355092
2777,2015年度,37-202,香川県,丸亀市,806485.0,110010.0,7.331015362239796
2778,2015年度,37-203,香川県,坂出市,461792.0,53164.0,8.686178617109322
2779,2015年度,37-204,香川県,善通寺市,294286.0,32927.0,8.93752847207459
2780,2015年度,37-205,香川県,観音寺市,474174.0,59409.0,7.981517951825481
2781,2015年度,37-206,香川県,さぬき市,323663.0,50272.0,6.438235996180777
2782,2015年度,37-207,香川県,東かがわ市,188970.0,31031.0,6.089716734878025
2783,2015年度,37-208,香川県,三豊市,401095.0,65524.0,6.121344850741713
2784,2015年度,37-301,,引田町,,,
2785,2015年度,37-302,,白鳥町,,,
2786,2015年度,37-303,,大内町,,,
2787,2015年度,37-304,,津田町,,,
2788,2015年度,37-305,,大川町,,,
2789,2015年度,37-306,,志度町,,,
2790,2015年度,37-307,,寒川町,,,
2791,2015年度,37-308,,長尾町,,,
2792,2015年度,37-321,,内海町,,,
2793,2015年度,37-322,香川県,土庄町,115778.0,14002.0,8.268675903442366
2794,2015年度,37-323,,池田町,,,
2795,2015年度,37-324,香川県,小豆島町,105975.0,14862.0,7.130601534113848
2796,2015年度,37-341,香川県,三木町,128742.0,27684.0,4.650411790203727
2797,2015年度,37-342,,牟礼町,,,
2798,2015年度,37-343,,庵治町,,,
2799,2015年度,37-361,,塩江町,,,
2800,2015年度,37-362,,香川町,,,
2801,2015年度,37-363,,香南町,,,
2802,2015年度,37-364,香川県,直島町,21091.0,3139.0,6.719018795794839
2803,2015年度,37-381,,綾上町,,,
2804,2015年度,37-382,,綾南町,,,
2805,2015年度,37-383,,国分寺町,,,
2806,2015年度,37-384,,綾歌町,,,
2807,2015年度,37-385,,飯山町,,,
2808,2015年度,37-386,香川県,宇多津町,194729.0,18952.0,10.274852258336852
2809,2015年度,37-387,香川県,綾川町,121407.0,23610.0,5.142185514612453
2810,2015年度,37-401,,琴南町,,,
2811,2015年度,37-402,,満濃町,,,
2812,2015年度,37-403,香川県,琴平町,47758.0,9186.0,5.19899847594165
2813,2015年度,37-404,香川県,多度津町,177187.0,23366.0,7.583112214328511
2814,2015年度,37-405,,仲南町,,,
2815,2015年度,37-406,香川県,まんのう町,108444.0,18377.0,5.901071992164118
2816,2015年度,37-421,,高瀬町,,,
2817,2015年度,37-422,,山本町,,,
2818,2015年度,37-423,,三野町,,,
2819,2015年度,37-424,,大野原町,,,
2820,2015年度,37-425,,豊中町,,,
2821,2015年度,37-426,,詫間町,,,
2822,2015年度,37-427,,仁尾町,,,
2823,2015年度,37-428,,豊浜町,,,
2824,2015年度,37-429,,財田町,,,
2825,2015年度,38-201,愛媛県,松山市,3539696.0,514865.0,6.87499830052538
2826,2015年度,38-202,愛媛県,今治市,1129613.0,158114.0,7.144294622867045
2827,2015年度,38-203,愛媛県,宇和島市,540943.0,77465.0,6.983063318918221
2828,2015年度,38-204,愛媛県,八幡浜市,235365.0,34951.0,6.734142084632771
2829,2015年度,38-205,愛媛県,新居浜市,871519.0,119903.0,7.268533731432909
2830,2015年度,38-206,愛媛県,西条市,803680.0,108174.0,7.429511712611164
2831,2015年度,38-207,愛媛県,大洲市,328209.0,44086.0,7.444744363289933
2832,2015年度,38-208,,川之江市,,,
2833,2015年度,38-209,,伊予三島市,,,
2834,2015年度,38-210,愛媛県,伊予市,215233.0,36827.0,5.844434789692345
2835,2015年度,38-211,,北条市,,,
2836,2015年度,38-212,,東予市,,,
2837,2015年度,38-213,愛媛県,四国中央市,631325.0,87413.0,7.222323910631141
2838,2015年度,38-214,愛媛県,西予市,228646.0,38919.0,5.874919705028392
2839,2015年度,38-215,愛媛県,東温市,200385.0,34613.0,5.789298818363043
2840,2015年度,38-301,,新宮村,,,
2841,2015年度,38-302,,土居町,,,
2842,2015年度,38-303,,別子山村,,,
2843,2015年度,38-321,,小松町,,,
2844,2015年度,38-323,,丹原町,,,
2845,2015年度,38-341,,朝倉村,,,
2846,2015年度,38-342,,玉川町,,,
2847,2015年度,38-343,,波方町,,,
2848,2015年度,38-344,,大西町,,,
2849,2015年度,38-345,,菊間町,,,
2850,2015年度,38-346,,吉海町,,,
2851,2015年度,38-347,,宮窪町,,,
2852,2015年度,38-348,,伯方町,,,
2853,2015年度,38-349,,魚島村,,,
2854,2015年度,38-350,,弓削町,,,
2855,2015年度,38-351,,生名村,,,
2856,2015年度,38-352,,岩城村,,,
2857,2015年度,38-353,,上浦町,,,
2858,2015年度,38-354,,大三島町,,,
2859,2015年度,38-355,,関前村,,,
2860,2015年度,38-356,愛媛県,上島町,29749.0,7135.0,4.169446391030133
2861,2015年度,38-361,,重信町,,,
2862,2015年度,38-362,,川内町,,,
2863,2015年度,38-363,,中島町,,,
2864,2015年度,38-381,,久万町,,,
2865,2015年度,38-382,,面河村,,,
2866,2015年度,38-383,,美川村,,,
2867,2015年度,38-384,,柳谷村,,,
2868,2015年度,38-385,,小田町,,,
2869,2015年度,38-386,愛媛県,久万高原町,45840.0,8447.0,5.426778738013496
2870,2015年度,38-401,愛媛県,松前町,182147.0,30064.0,6.058641564662055
2871,2015年度,38-402,愛媛県,砥部町,125319.0,21239.0,5.900419040444465
2872,2015年度,38-403,,広田村,,,
2873,2015年度,38-404,,中山町,,,
2874,2015年度,38-405,,双海町,,,
2875,2015年度,38-421,,長浜町,,,
2876,2015年度,38-422,愛媛県,内子町,84391.0,16742.0,5.040676143829889
2877,2015年度,38-423,,五十崎町,,,
2878,2015年度,38-424,,肱川町,,,
2879,2015年度,38-425,,河辺村,,,
2880,2015年度,38-441,,保内町,,,
2881,2015年度,38-442,愛媛県,伊方町,47450.0,9626.0,4.929357988780387
2882,2015年度,38-443,,瀬戸町,,,
2883,2015年度,38-444,,三崎町,,,
2884,2015年度,38-445,,三瓶町,,,
2885,2015年度,38-461,,明浜町,,,
2886,2015年度,38-462,,宇和町,,,
2887,2015年度,38-463,,野村町,,,
2888,2015年度,38-464,,城川町,,,
2889,2015年度,38-481,,吉田町,,,
2890,2015年度,38-482,,三間町,,,
2891,2015年度,38-483,,広見町,,,
2892,2015年度,38-484,愛媛県,松野町,20310.0,4072.0,4.987721021611002
2893,2015年度,38-485,,日吉村,,,
2894,2015年度,38-486,,津島町,,,
2895,2015年度,38-488,愛媛県,鬼北町,58300.0,10705.0,5.44605324614666
2896,2015年度,38-501,,内海村,,,
2897,2015年度,38-502,,御荘町,,,
2898,2015年度,38-503,,城辺町,,,
2899,2015年度,38-504,,一本松町,,,
2900,2015年度,38-505,,西海町,,,
2901,2015年度,38-506,愛媛県,愛南町,138617.0,21902.0,6.328965391288467
2902,2015年度,39-201,高知県,高知市,2566926.0,337190.0,7.612699071739969
2903,2015年度,39-202,高知県,室戸市,92159.0,13524.0,6.814477965099083
2904,2015年度,39-203,高知県,安芸市,165025.0,17577.0,9.38868976503385
2905,2015年度,39-204,高知県,南国市,435849.0,47982.0,9.083593847692885
2906,2015年度,39-205,高知県,土佐市,233184.0,27038.0,8.624306531548191
2907,2015年度,39-206,高知県,須崎市,182327.0,22606.0,8.065425108378307
2908,2015年度,39-207,,中村市,,,
2909,2015年度,39-208,高知県,宿毛市,195892.0,20907.0,9.369684794566414
2910,2015年度,39-209,高知県,土佐清水市,91628.0,13778.0,6.650312091740456
2911,2015年度,39-210,高知県,四万十市,299004.0,34313.0,8.71401509631918
2912,2015年度,39-211,高知県,香南市,211130.0,32961.0,6.4054488638087435
2913,2015年度,39-212,高知県,香美市,142825.0,27513.0,5.191182350161742
2914,2015年度,39-301,高知県,東洋町,7871.0,2584.0,3.0460526315789473
2915,2015年度,39-302,高知県,奈半利町,36723.0,3326.0,11.041190619362597
2916,2015年度,39-303,高知県,田野町,30604.0,2733.0,11.197950969630442
2917,2015年度,39-304,高知県,安田町,7581.0,2631.0,2.881413911060433
2918,2015年度,39-305,高知県,北川村,3180.0,1294.0,2.457496136012365
2919,2015年度,39-306,高知県,馬路村,2516.0,823.0,3.057108140947752
2920,2015年度,39-307,高知県,芸西村,42745.0,3858.0,11.079574909279419
2921,2015年度,39-321,,赤岡町,,,
2922,2015年度,39-322,,香我美町,,,
2923,2015年度,39-323,,土佐山田町,,,
2924,2015年度,39-324,,野市町,,,
2925,2015年度,39-325,,夜須町,,,
2926,2015年度,39-326,,香北町,,,
2927,2015年度,39-327,,吉川村,,,
2928,2015年度,39-328,,物部村,,,
2929,2015年度,39-341,高知県,本山町,12427.0,3573.0,3.4780296669465436
2930,2015年度,39-344,高知県,大豊町,23741.0,3962.0,5.992175668854114
2931,2015年度,39-361,,鏡村,,,
2932,2015年度,39-362,,土佐山村,,,
2933,2015年度,39-363,高知県,土佐町,28671.0,3997.0,7.173129847385539
2934,2015年度,39-364,高知県,大川村,1002.0,396.0,2.5303030303030303
2935,2015年度,39-365,,本川村,,,
2936,2015年度,39-381,,伊野町,,,
2937,2015年度,39-382,,池川町,,,
2938,2015年度,39-383,,春野町,,,
2939,2015年度,39-384,,吾川村,,,
2940,2015年度,39-385,,吾北村,,,
2941,2015年度,39-386,高知県,いの町,125328.0,22767.0,5.50480959283173
2942,2015年度,39-387,高知県,仁淀川町,26865.0,5551.0,4.839668528193118
2943,2015年度,39-401,高知県,中土佐町,38593.0,6840.0,5.642251461988304
2944,2015年度,39-402,高知県,佐川町,79331.0,13114.0,6.049336586853744
2945,2015年度,39-403,高知県,越知町,39392.0,5795.0,6.797584124245039
2946,2015年度,39-404,,窪川町,,,
2947,2015年度,39-405,高知県,檮原町,20298.0,3608.0,5.625831485587583
2948,2015年度,39-406,,大野見村,,,
2949,2015年度,39-407,,東津野村,,,
2950,2015年度,39-408,,葉山村,,,
2951,2015年度,39-409,,仁淀村,,,
2952,2015年度,39-410,高知県,日高村,28111.0,5030.0,5.588667992047713
2953,2015年度,39-411,高知県,津野町,36689.0,5794.0,6.332240248532965
2954,2015年度,39-412,高知県,四万十町,127815.0,17325.0,7.377489177489178
2955,2015年度,39-421,,佐賀町,,,
2956,2015年度,39-422,,大正町,,,
2957,2015年度,39-423,,大方町,,,
2958,2015年度,39-424,高知県,大月町,38219.0,5095.0,7.501275760549558
2959,2015年度,39-425,,十和村,,,
2960,2015年度,39-426,,西土佐村,,,
2961,2015年度,39-427,高知県,三原村,2974.0,1574.0,1.8894536213468869
2962,2015年度,39-428,高知県,黒潮町,61133.0,11217.0,5.4500312026388515
2963,2015年度,40-100,福岡県,北九州市,7728692.0,961286.0,8.039950649442517
2964,2015年度,40-130,福岡県,福岡市,12656986.0,1538681.0,8.225867480003977
2965,2015年度,40-202,福岡県,大牟田市,894482.0,117360.0,7.621693933197001
2966,2015年度,40-203,福岡県,久留米市,2300531.0,304552.0,7.5538200373006905
2967,2015年度,40-204,福岡県,直方市,498033.0,57146.0,8.715098169600672
2968,2015年度,40-205,福岡県,飯塚市,1219244.0,129146.0,9.440818918123673
2969,2015年度,40-206,福岡県,田川市,528472.0,48441.0,10.909601370739663
2970,2015年度,40-207,福岡県,柳川市,466665.0,67777.0,6.885300323118462
2971,2015年度,40-208,,山田市,,,
2972,2015年度,40-209,,甘木市,,,
2973,2015年度,40-210,福岡県,八女市,479024.0,64408.0,7.4373369767730715
2974,2015年度,40-211,福岡県,筑後市,365021.0,48339.0,7.551273298992532
2975,2015年度,40-212,福岡県,大川市,297414.0,34838.0,8.53705723635111
2976,2015年度,40-213,福岡県,行橋市,518114.0,70586.0,7.340180772391125
2977,2015年度,40-214,福岡県,豊前市,201855.0,25940.0,7.781611410948343
2978,2015年度,40-215,福岡県,中間市,342227.0,41796.0,8.18803234759307
2979,2015年度,40-216,福岡県,小郡市,475843.0,57983.0,8.206595036476209
2980,2015年度,40-217,福岡県,筑紫野市,620024.0,101081.0,6.133932192993738
2981,2015年度,40-218,福岡県,春日市,660158.0,110743.0,5.961171360718059
2982,2015年度,40-219,福岡県,大野城市,663584.0,99525.0,6.667510675709621
2983,2015年度,40-220,福岡県,宗像市,516949.0,96516.0,5.356096398524597
2984,2015年度,40-221,福岡県,太宰府市,390848.0,72168.0,5.415807560137457
2985,2015年度,40-222,,前原市,,,
2986,2015年度,40-223,福岡県,古賀市,406015.0,57959.0,7.005210579892683
2987,2015年度,40-224,福岡県,福津市,356359.0,58781.0,6.0624861775063374
2988,2015年度,40-225,福岡県,うきは市,196950.0,29509.0,6.674234979158901
2989,2015年度,40-226,福岡県,宮若市,281475.0,28112.0,10.012628059191805
2990,2015年度,40-227,福岡県,嘉麻市,281581.0,38743.0,7.267919366079034
2991,2015年度,40-228,福岡県,朝倉市,466839.0,52444.0,8.901666539546945
2992,2015年度,40-229,福岡県,みやま市,206957.0,38139.0,5.426387687144393
2993,2015年度,40-230,福岡県,糸島市,549935.0,96475.0,5.700285047939881
2994,2015年度,40-305,福岡県,那珂川町,381381.0,50004.0,7.627009839212863
2995,2015年度,40-341,福岡県,宇美町,263702.0,37927.0,6.952883170300841
2996,2015年度,40-342,福岡県,篠栗町,176660.0,31210.0,5.6603652675424545
2997,2015年度,40-343,福岡県,志免町,357956.0,45256.0,7.909581050026516
2998,2015年度,40-344,福岡県,須恵町,270420.0,27263.0,9.918937754465759
2999,2015年度,40-345,福岡県,新宮町,244794.0,30344.0,8.06729501713683
3000,2015年度,40-347,,古賀町,,,
3001,2015年度,40-348,福岡県,久山町,109379.0,8225.0,13.298358662613982
3002,2015年度,40-349,福岡県,粕屋町,319243.0,45360.0,7.037985008818342
3003,2015年度,40-362,,福間町,,,
3004,2015年度,40-363,,津屋崎町,,,
3005,2015年度,40-364,,玄海町,,,
3006,2015年度,40-365,,大島村,,,
3007,2015年度,40-381,福岡県,芦屋町,116756.0,14208.0,8.217623873873874
3008,2015年度,40-382,福岡県,水巻町,224612.0,28997.0,7.7460426940718
3009,2015年度,40-383,福岡県,岡垣町,179907.0,31580.0,5.696865104496517
3010,2015年度,40-384,福岡県,遠賀町,148620.0,18877.0,7.873073051862054
3011,2015年度,40-401,福岡県,小竹町,55295.0,7810.0,7.080025608194623
3012,2015年度,40-402,福岡県,鞍手町,148261.0,16007.0,9.262260261135753
3013,2015年度,40-403,,宮田町,,,
3014,2015年度,40-404,,若宮町,,,
3015,2015年度,40-421,福岡県,桂川町,116304.0,13496.0,8.617664493183165
3016,2015年度,40-422,,稲築町,,,
3017,2015年度,40-423,,碓井町,,,
3018,2015年度,40-424,,嘉穂町,,,
3019,2015年度,40-425,,筑穂町,,,
3020,2015年度,40-426,,穂波町,,,
3021,2015年度,40-427,,庄内町,,,
3022,2015年度,40-428,,頴田町,,,
3023,2015年度,40-441,,杷木町,,,
3024,2015年度,40-442,,朝倉町,,,
3025,2015年度,40-443,,三輪町,,,
3026,2015年度,40-444,,夜須町,,,
3027,2015年度,40-445,,小石原村,,,
3028,2015年度,40-446,,宝珠山村,,,
3029,2015年度,40-447,福岡県,筑前町,236454.0,29306.0,8.068450146727633
3030,2015年度,40-448,福岡県,東峰村,4765.0,2174.0,2.1918123275069
3031,2015年度,40-461,,前原町,,,
3032,2015年度,40-462,,二丈町,,,
3033,2015年度,40-463,,志摩町,,,
3034,2015年度,40-481,,吉井町,,,
3035,2015年度,40-482,,田主丸町,,,
3036,2015年度,40-483,,浮羽町,,,
3037,2015年度,40-501,,北野町,,,
3038,2015年度,40-503,福岡県,大刀洗町,140541.0,15138.0,9.283987316686485
3039,2015年度,40-521,,城島町,,,
3040,2015年度,40-522,福岡県,大木町,89300.0,14176.0,6.299379232505643
3041,2015年度,40-523,,三潴町,,,
3042,2015年度,40-541,,黒木町,,,
3043,2015年度,40-542,,上陽町,,,
3044,2015年度,40-543,,立花町,,,
3045,2015年度,40-544,福岡県,広川町,171418.0,20183.0,8.493187335876728
3046,2015年度,40-545,,矢部村,,,
3047,2015年度,40-546,,星野村,,,
3048,2015年度,40-561,,瀬高町,,,
3049,2015年度,40-562,,大和町,,,
3050,2015年度,40-563,,三橋町,,,
3051,2015年度,40-564,,山川町,,,
3052,2015年度,40-581,,高田町,,,
3053,2015年度,40-601,福岡県,香春町,104754.0,10861.0,9.644968234969156
3054,2015年度,40-602,福岡県,添田町,63122.0,9924.0,6.360540104796453
3055,2015年度,40-603,,金田町,,,
3056,2015年度,40-604,福岡県,糸田町,29888.0,9020.0,3.3135254988913525
3057,2015年度,40-605,福岡県,川崎町,182897.0,16789.0,10.893859074393948
3058,2015年度,40-606,,赤池町,,,
3059,2015年度,40-607,,方城町,,,
3060,2015年度,40-608,福岡県,大任町,56156.0,5176.0,10.849304482225657
3061,2015年度,40-609,福岡県,赤村,6506.0,3022.0,2.152878888153541
3062,2015年度,40-610,福岡県,福智町,202107.0,22871.0,8.83682392549517
3063,2015年度,40-621,福岡県,苅田町,425999.0,34963.0,12.184280525126562
3064,2015年度,40-622,,犀川町,,,
3065,2015年度,40-623,,勝山町,,,
3066,2015年度,40-624,,豊津町,,,
3067,2015年度,40-625,福岡県,みやこ町,150655.0,20243.0,7.4423257422318825
3068,2015年度,40-641,,椎田町,,,
3069,2015年度,40-642,福岡県,吉富町,31880.0,6627.0,4.810623208088124
3070,2015年度,40-643,,築城町,,,
3071,2015年度,40-644,,新吉富村,,,
3072,2015年度,40-645,,大平村,,,
3073,2015年度,40-646,福岡県,上毛町,43212.0,7458.0,5.794046661303298
3074,2015年度,40-647,福岡県,築上町,127368.0,18587.0,6.852531339107979
3075,2015年度,41-201,佐賀県,佐賀市,1697543.0,236372.0,7.181658572081296
3076,2015年度,41-202,佐賀県,唐津市,996863.0,122785.0,8.118768579223847
3077,2015年度,41-203,佐賀県,鳥栖市,674583.0,72902.0,9.253285232229569
3078,2015年度,41-204,佐賀県,多久市,146198.0,19749.0,7.402805205326852
3079,2015年度,41-205,佐賀県,伊万里市,504495.0,55238.0,9.133114884680836
3080,2015年度,41-206,佐賀県,武雄市,424142.0,49062.0,8.645020586197056
3081,2015年度,41-207,佐賀県,鹿島市,243433.0,29684.0,8.200815254008894
3082,2015年度,41-208,佐賀県,小城市,335314.0,44259.0,7.576176596850358
3083,2015年度,41-209,佐賀県,嬉野市,272476.0,27336.0,9.967661691542288
3084,2015年度,41-210,佐賀県,神埼市,204270.0,31842.0,6.415112116073111
3085,2015年度,41-301,,諸富町,,,
3086,2015年度,41-302,,川副町,,,
3087,2015年度,41-303,,東与賀町,,,
3088,2015年度,41-304,,久保田町,,,
3089,2015年度,41-305,,大和町,,,
3090,2015年度,41-306,,富士町,,,
3091,2015年度,41-321,,神埼町,,,
3092,2015年度,41-322,,千代田町,,,
3093,2015年度,41-323,,三田川町,,,
3094,2015年度,41-324,,東脊振村,,,
3095,2015年度,41-325,,脊振村,,,
3096,2015年度,41-326,,三瀬村,,,
3097,2015年度,41-327,佐賀県,吉野ヶ里町,131240.0,16411.0,7.997075132533057
3098,2015年度,41-341,佐賀県,基山町,133435.0,17501.0,7.624421461630764
3099,2015年度,41-342,,中原町,,,
3100,2015年度,41-343,,北茂安町,,,
3101,2015年度,41-344,,三根町,,,
3102,2015年度,41-345,佐賀県,上峰町,68302.0,9283.0,7.357750727135624
3103,2015年度,41-346,佐賀県,みやき町,220746.0,25278.0,8.732732019938286
3104,2015年度,41-361,,小城町,,,
3105,2015年度,41-362,,三日月町,,,
3106,2015年度,41-363,,牛津町,,,
3107,2015年度,41-364,,芦刈町,,,
3108,2015年度,41-381,,浜玉町,,,
3109,2015年度,41-382,,七山村,,,
3110,2015年度,41-383,,厳木町,,,
3111,2015年度,41-384,,相知町,,,
3112,2015年度,41-385,,北波多村,,,
3113,2015年度,41-386,,肥前町,,,
3114,2015年度,41-387,佐賀県,玄海町,35284.0,5902.0,5.978312436462216
3115,2015年度,41-388,,鎮西町,,,
3116,2015年度,41-389,,呼子町,,,
3117,2015年度,41-401,佐賀県,有田町,131706.0,20148.0,6.536926742108398
3118,2015年度,41-402,,西有田町,,,
3119,2015年度,41-421,,山内町,,,
3120,2015年度,41-422,,北方町,,,
3121,2015年度,41-423,佐賀県,大町町,57102.0,6777.0,8.425852146967685
3122,2015年度,41-424,佐賀県,江北町,57128.0,9583.0,5.961389961389961
3123,2015年度,41-425,佐賀県,白石町,185575.0,23941.0,7.751347061526252
3124,2015年度,41-426,,福富町,,,
3125,2015年度,41-427,,有明町,,,
3126,2015年度,41-441,佐賀県,太良町,52437.0,8779.0,5.97300375897027
3127,2015年度,41-442,,塩田町,,,
3128,2015年度,41-443,,嬉野町,,,
3129,2015年度,42-201,長崎県,長崎市,3100046.0,429508.0,7.217667656947018
3130,2015年度,42-202,長崎県,佐世保市,1946199.0,255439.0,7.6190362474015325
3131,2015年度,42-203,長崎県,島原市,362587.0,45436.0,7.980169909323004
3132,2015年度,42-204,長崎県,諫早市,1089764.0,138078.0,7.892379669462188
3133,2015年度,42-205,長崎県,大村市,641098.0,92757.0,6.911586187565359
3134,2015年度,42-206,,福江市,,,
3135,2015年度,42-207,長崎県,平戸市,226165.0,31920.0,7.085369674185464
3136,2015年度,42-208,長崎県,松浦市,170423.0,23309.0,7.3114676734308635
3137,2015年度,42-209,長崎県,対馬市,290519.0,31457.0,9.235432495152113
3138,2015年度,42-210,長崎県,壱岐市,209251.0,27103.0,7.7205844371471795
3139,2015年度,42-211,長崎県,五島市,293372.0,37327.0,7.859511881479894
3140,2015年度,42-212,長崎県,西海市,211928.0,28691.0,7.386567216200202
3141,2015年度,42-213,長崎県,雲仙市,310014.0,44115.0,7.0274056443386606
3142,2015年度,42-214,長崎県,南島原市,286475.0,46535.0,6.156119050177286
3143,2015年度,42-301,,香焼町,,,
3144,2015年度,42-302,,伊王島町,,,
3145,2015年度,42-303,,高島町,,,
3146,2015年度,42-304,,野母崎町,,,
3147,2015年度,42-305,,三和町,,,
3148,2015年度,42-306,,多良見町,,,
3149,2015年度,42-307,長崎県,長与町,231325.0,42548.0,5.436800789696343
3150,2015年度,42-308,長崎県,時津町,242310.0,29804.0,8.130116762850625
3151,2015年度,42-309,,琴海町,,,
3152,2015年度,42-310,,西彼町,,,
3153,2015年度,42-311,,西海町,,,
3154,2015年度,42-312,,大島町,,,
3155,2015年度,42-313,,崎戸町,,,
3156,2015年度,42-314,,大瀬戸町,,,
3157,2015年度,42-315,,外海町,,,
3158,2015年度,42-321,長崎県,東彼杵町,53114.0,8298.0,6.400819474572186
3159,2015年度,42-322,長崎県,川棚町,81368.0,14067.0,5.784317907158598
3160,2015年度,42-323,長崎県,波佐見町,89680.0,14891.0,6.022429655496609
3161,2015年度,42-341,,森山町,,,
3162,2015年度,42-342,,飯盛町,,,
3163,2015年度,42-343,,高来町,,,
3164,2015年度,42-344,,小長井町,,,
3165,2015年度,42-361,,有明町,,,
3166,2015年度,42-362,,国見町,,,
3167,2015年度,42-363,,瑞穂町,,,
3168,2015年度,42-364,,吾妻町,,,
3169,2015年度,42-365,,愛野町,,,
3170,2015年度,42-366,,千々石町,,,
3171,2015年度,42-367,,小浜町,,,
3172,2015年度,42-368,,南串山町,,,
3173,2015年度,42-369,,加津佐町,,,
3174,2015年度,42-370,,口之津町,,,
3175,2015年度,42-371,,南有馬町,,,
3176,2015年度,42-372,,北有馬町,,,
3177,2015年度,42-373,,西有家町,,,
3178,2015年度,42-374,,有家町,,,
3179,2015年度,42-375,,布津町,,,
3180,2015年度,42-376,,深江町,,,
3181,2015年度,42-381,,大島村,,,
3182,2015年度,42-382,,生月町,,,
3183,2015年度,42-383,長崎県,小値賀町,17937.0,2560.0,7.006640625
3184,2015年度,42-384,,宇久町,,,
3185,2015年度,42-385,,田平町,,,
3186,2015年度,42-386,,福島町,,,
3187,2015年度,42-387,,鷹島町,,,
3188,2015年度,42-388,,江迎町,,,
3189,2015年度,42-389,,鹿町町,,,
3190,2015年度,42-390,,小佐々町,,,
3191,2015年度,42-391,長崎県,佐々町,128482.0,13626.0,9.429179509760752
3192,2015年度,42-392,,吉井町,,,
3193,2015年度,42-393,,世知原町,,,
