,调查年份,地域数字ID,都道府县,市町村,人口数量,人口数量男,人口数量女
8025,1995年度,06-461,山形県,遊佐町,18895,,
8026,1995年度,07-201,福島県,福島市,292696,,
8027,1995年度,07-202,福島県,会津若松市,137065,,
8028,1995年度,07-203,福島県,郡山市,326833,,
8029,1995年度,07-204,福島県,いわき市,360598,,
8030,1995年度,07-205,福島県,白河市,65155,,
8031,1995年度,07-207,福島県,須賀川市,77020,,
8032,1995年度,07-208,福島県,喜多方市,59554,,
8033,1995年度,07-209,福島県,相馬市,39449,,
8034,1995年度,07-210,福島県,二本松市,67269,,
8035,1995年度,07-211,福島県,田村市,46129,,
8036,1995年度,07-212,福島県,南相馬市,77860,,
8037,1995年度,07-213,福島県,伊達市,73305,,
8038,1995年度,07-214,福島県,本宮市,30682,,
8039,1995年度,07-301,福島県,桑折町,14221,,
8040,1995年度,07-303,福島県,国見町,11736,,
8041,1995年度,07-308,福島県,川俣町,19043,,
8042,1995年度,07-322,福島県,大玉村,8339,,
8043,1995年度,07-342,福島県,鏡石町,12378,,
8044,1995年度,07-344,福島県,天栄村,7153,,
8045,1995年度,07-362,福島県,下郷町,7951,,
8046,1995年度,07-364,福島県,檜枝岐村,727,,
8047,1995年度,07-367,福島県,只見町,5804,,
8048,1995年度,07-368,福島県,南会津町,22059,,
8049,1995年度,07-402,福島県,北塩原村,3859,,
8050,1995年度,07-405,福島県,西会津町,9845,,
8051,1995年度,07-407,福島県,磐梯町,4357,,
8052,1995年度,07-408,福島県,猪苗代町,18874,,
8053,1995年度,07-421,福島県,会津坂下町,20083,,
8054,1995年度,07-422,福島県,湯川村,3642,,
8055,1995年度,07-423,福島県,柳津町,5136,,
8056,1995年度,07-444,福島県,三島町,2674,,
8057,1995年度,07-445,福島県,金山町,3511,,
8058,1995年度,07-446,福島県,昭和村,2025,,
8059,1995年度,07-447,福島県,会津美里町,27039,,
8060,1995年度,07-461,福島県,西郷村,17920,,
8061,1995年度,07-464,福島県,泉崎村,6924,,
8062,1995年度,07-465,福島県,中島村,5128,,
8063,1995年度,07-466,福島県,矢吹町,19075,,
8064,1995年度,07-481,福島県,棚倉町,16547,,
8065,1995年度,07-482,福島県,矢祭町,7409,,
8066,1995年度,07-483,福島県,塙町,11743,,
8067,1995年度,07-484,福島県,鮫川村,4957,,
8068,1995年度,07-501,福島県,石川町,21026,,
8069,1995年度,07-502,福島県,玉川村,7593,,
8070,1995年度,07-503,福島県,平田村,8322,,
8071,1995年度,07-504,福島県,浅川町,7625,,
8072,1995年度,07-505,福島県,古殿町,7348,,
8073,1995年度,07-521,福島県,三春町,20124,,
8074,1995年度,07-522,福島県,小野町,13306,,
8075,1995年度,07-541,福島県,広野町,5767,,
8076,1995年度,07-542,福島県,楢葉町,8476,,
8077,1995年度,07-543,福島県,富岡町,16033,,
8078,1995年度,07-544,福島県,川内村,3797,,
8079,1995年度,07-545,福島県,大熊町,10656,,
8080,1995年度,07-546,福島県,双葉町,7990,,
8081,1995年度,07-547,福島県,浪江町,23245,,
8082,1995年度,07-548,福島県,葛尾村,1831,,
8083,1995年度,07-561,福島県,新地町,9093,,
8084,1995年度,07-564,福島県,飯舘村,7586,,
8085,1995年度,08-201,茨城県,水戸市,261275,,
8086,1995年度,08-202,茨城県,日立市,212304,,
8087,1995年度,08-203,茨城県,土浦市,141862,,
8088,1995年度,08-204,茨城県,古河市,146010,,
8089,1995年度,08-205,茨城県,石岡市,83398,,
8090,1995年度,08-207,茨城県,結城市,53777,,
8091,1995年度,08-208,茨城県,龍ケ崎市,69163,,
8092,1995年度,08-210,茨城県,下妻市,45466,,
8093,1995年度,08-211,茨城県,常総市,66029,,
8094,1995年度,08-212,茨城県,常陸太田市,61525,,
8095,1995年度,08-214,茨城県,高萩市,35604,,
8096,1995年度,08-215,茨城県,北茨城市,52074,,
8097,1995年度,08-216,茨城県,笠間市,80903,,
8098,1995年度,08-217,茨城県,取手市,118282,,
8099,1995年度,08-219,茨城県,牛久市,66338,,
8100,1995年度,08-220,茨城県,つくば市,182327,,
8101,1995年度,08-221,茨城県,ひたちなか市,146750,,
8102,1995年度,08-222,茨城県,鹿嶋市,60667,,
8103,1995年度,08-223,茨城県,潮来市,32133,,
8104,1995年度,08-224,茨城県,守谷市,45821,,
8105,1995年度,08-225,茨城県,常陸大宮市,49561,,
8106,1995年度,08-226,茨城県,那珂市,54178,,
8107,1995年度,08-227,茨城県,筑西市,118078,,
8108,1995年度,08-228,茨城県,坂東市,59738,,
8109,1995年度,08-229,茨城県,稲敷市,51652,,
8110,1995年度,08-230,茨城県,かすみがうら市,45288,,
8111,1995年度,08-231,茨城県,桜川市,51972,,
8112,1995年度,08-232,茨城県,神栖市,83171,,
8113,1995年度,08-233,茨城県,行方市,42390,,
8114,1995年度,08-234,茨城県,鉾田市,50857,,
8115,1995年度,08-235,茨城県,つくばみらい市,40495,,
8116,1995年度,08-236,茨城県,小美玉市,52041,,
8117,1995年度,08-302,茨城県,茨城町,35741,,
8118,1995年度,08-309,茨城県,大洗町,20446,,
8119,1995年度,08-310,茨城県,城里町,21979,,
8120,1995年度,08-341,茨城県,東海村,32727,,
8121,1995年度,08-364,茨城県,大子町,25604,,
8122,1995年度,08-442,茨城県,美浦村,17767,,
8123,1995年度,08-443,茨城県,阿見町,45652,,
8124,1995年度,08-447,茨城県,河内町,11726,,
8125,1995年度,08-521,茨城県,八千代町,25008,,
8126,1995年度,08-542,茨城県,五霞町,10312,,
8127,1995年度,08-546,茨城県,境町,27237,,
8128,1995年度,08-564,茨城県,利根町,20202,,
8129,1995年度,09-201,栃木県,宇都宮市,477215,,
8130,1995年度,09-202,栃木県,足利市,165828,,
8131,1995年度,09-203,栃木県,栃木市,174305,,
8132,1995年度,09-204,栃木県,佐野市,128099,,
8133,1995年度,09-205,栃木県,鹿沼市,104019,,
8134,1995年度,09-206,栃木県,日光市,99988,,
8135,1995年度,09-208,栃木県,小山市,150115,,
8136,1995年度,09-209,栃木県,真岡市,80643,,
8137,1995年度,09-210,栃木県,大田原市,77063,,
8138,1995年度,09-211,栃木県,矢板市,36650,,
8139,1995年度,09-213,栃木県,那須塩原市,105127,,
8140,1995年度,09-214,栃木県,さくら市,38289,,
8141,1995年度,09-215,栃木県,那須烏山市,33535,,
8142,1995年度,09-216,栃木県,下野市,54709,,
8143,1995年度,09-301,栃木県,上三川町,27700,,
8144,1995年度,09-342,栃木県,益子町,25255,,
8145,1995年度,09-343,栃木県,茂木町,18532,,
8146,1995年度,09-344,栃木県,市貝町,12546,,
8147,1995年度,09-345,栃木県,芳賀町,17424,,
8148,1995年度,09-361,栃木県,壬生町,39823,,
8149,1995年度,09-364,栃木県,野木町,26489,,
8150,1995年度,09-384,栃木県,塩谷町,14729,,
8151,1995年度,09-386,栃木県,高根沢町,27785,,
8152,1995年度,09-407,栃木県,那須町,26748,,
8153,1995年度,09-411,栃木県,那珂川町,21774,,
8154,1995年度,10-201,群馬県,前橋市,338845,,
8155,1995年度,10-202,群馬県,高崎市,353879,,
8156,1995年度,10-203,群馬県,桐生市,138193,,
8157,1995年度,10-204,群馬県,伊勢崎市,184420,,
8158,1995年度,10-205,群馬県,太田市,203599,,
8159,1995年度,10-206,群馬県,沼田市,56344,,
8160,1995年度,10-207,群馬県,館林市,76857,,
8161,1995年度,10-208,群馬県,渋川市,91162,,
8162,1995年度,10-209,群馬県,藤岡市,70528,,
8163,1995年度,10-210,群馬県,富岡市,54435,,
8164,1995年度,10-211,群馬県,安中市,64853,,
8165,1995年度,10-212,群馬県,みどり市,50983,,
8166,1995年度,10-344,群馬県,榛東村,12551,,
8167,1995年度,10-345,群馬県,吉岡町,15171,,
8168,1995年度,10-366,群馬県,上野村,1586,,
8169,1995年度,10-367,群馬県,神流町,3644,,
8170,1995年度,10-382,群馬県,下仁田町,12266,,
8171,1995年度,10-383,群馬県,南牧村,3829,,
8172,1995年度,10-384,群馬県,甘楽町,14481,,
8173,1995年度,10-421,群馬県,中之条町,21056,,
8174,1995年度,10-424,群馬県,長野原町,7017,,
8175,1995年度,10-425,群馬県,嬬恋村,11135,,
8176,1995年度,10-426,群馬県,草津町,8294,,
8177,1995年度,10-428,群馬県,高山村,4088,,
8178,1995年度,10-429,群馬県,東吾妻町,18420,,
8179,1995年度,10-443,群馬県,片品村,6106,,
8180,1995年度,10-444,群馬県,川場村,4273,,
8181,1995年度,10-448,群馬県,昭和村,7962,,
8182,1995年度,10-449,群馬県,みなかみ町,26252,,
8183,1995年度,10-464,群馬県,玉村町,34244,,
8184,1995年度,10-521,群馬県,板倉町,15533,,
8185,1995年度,10-522,群馬県,明和町,11255,,
8186,1995年度,10-523,群馬県,千代田町,11758,,
8187,1995年度,10-524,群馬県,大泉町,41100,,
8188,1995年度,10-525,群馬県,邑楽町,27421,,
8189,1995年度,11-100,埼玉県,さいたま市,1078545,,
8200,1995年度,11-201,埼玉県,川越市,323353,,
8201,1995年度,11-202,埼玉県,熊谷市,205605,,
8202,1995年度,11-203,埼玉県,川口市,504618,,
8203,1995年度,11-206,埼玉県,行田市,90427,,
8204,1995年度,11-207,埼玉県,秩父市,75618,,
8205,1995年度,11-208,埼玉県,所沢市,320406,,
8206,1995年度,11-209,埼玉県,飯能市,83278,,
8207,1995年度,11-210,埼玉県,加須市,115198,,
8208,1995年度,11-211,埼玉県,本庄市,81662,,
8209,1995年度,11-212,埼玉県,東松山市,93342,,
8210,1995年度,11-214,埼玉県,春日部市,238598,,
8211,1995年度,11-215,埼玉県,狭山市,162240,,
8212,1995年度,11-216,埼玉県,羽生市,56035,,
8213,1995年度,11-217,埼玉県,鴻巣市,116421,,
8214,1995年度,11-218,埼玉県,深谷市,143116,,
8215,1995年度,11-219,埼玉県,上尾市,206090,,
8216,1995年度,11-221,埼玉県,草加市,217930,,
8217,1995年度,11-222,埼玉県,越谷市,298253,,
8218,1995年度,11-223,埼玉県,蕨市,72021,,
8219,1995年度,11-224,埼玉県,戸田市,97571,,
8220,1995年度,11-225,埼玉県,入間市,144402,,
8221,1995年度,11-227,埼玉県,朝霞市,110789,,
8222,1995年度,11-228,埼玉県,志木市,64430,,
8223,1995年度,11-229,埼玉県,和光市,62588,,
8224,1995年度,11-230,埼玉県,新座市,144726,,
8225,1995年度,11-231,埼玉県,桶川市,73084,,
8226,1995年度,11-232,埼玉県,久喜市,151756,,
8227,1995年度,11-233,埼玉県,北本市,69929,,
8228,1995年度,11-234,埼玉県,八潮市,75322,,
8229,1995年度,11-235,埼玉県,富士見市,96972,,
8230,1995年度,11-237,埼玉県,三郷市,133600,,
8231,1995年度,11-238,埼玉県,蓮田市,63920,,
8232,1995年度,11-239,埼玉県,坂戸市,98221,,
8233,1995年度,11-240,埼玉県,幸手市,58172,,
8234,1995年度,11-241,埼玉県,鶴ヶ島市,66208,,
8235,1995年度,11-242,埼玉県,日高市,54884,,
8236,1995年度,11-243,埼玉県,吉川市,52705,,
8237,1995年度,11-245,埼玉県,ふじみ野市,96390,,
8238,1995年度,11-246,埼玉県,白岡市,43225,,
8239,1995年度,11-301,埼玉県,伊奈町,29792,,
8240,1995年度,11-324,埼玉県,三芳町,35607,,
8241,1995年度,11-326,埼玉県,毛呂山町,39808,,
8242,1995年度,11-327,埼玉県,越生町,13609,,
8243,1995年度,11-341,埼玉県,滑川町,12484,,
8244,1995年度,11-342,埼玉県,嵐山町,19706,,
8245,1995年度,11-343,埼玉県,小川町,37822,,
8246,1995年度,11-346,埼玉県,川島町,23134,,
8247,1995年度,11-347,埼玉県,吉見町,21371,,
8248,1995年度,11-348,埼玉県,鳩山町,17973,,
8249,1995年度,11-349,埼玉県,ときがわ町,14251,,
8250,1995年度,11-361,埼玉県,横瀬町,10194,,
8251,1995年度,11-362,埼玉県,皆野町,12602,,
8252,1995年度,11-363,埼玉県,長瀞町,8809,,
8253,1995年度,11-365,埼玉県,小鹿野町,15628,,
8254,1995年度,11-369,埼玉県,東秩父村,4323,,
8255,1995年度,11-381,埼玉県,美里町,12197,,
8256,1995年度,11-383,埼玉県,神川町,14414,,
8257,1995年度,11-385,埼玉県,上里町,28514,,
8258,1995年度,11-408,埼玉県,寄居町,36880,,
8259,1995年度,11-442,埼玉県,宮代町,35712,,
8260,1995年度,11-464,埼玉県,杉戸町,45056,,
8261,1995年度,11-465,埼玉県,松伏町,27775,,
8262,1995年度,12-100,千葉県,千葉市,856878,,
8269,1995年度,12-202,千葉県,銚子市,82180,,
8270,1995年度,12-203,千葉県,市川市,440555,,
8271,1995年度,12-204,千葉県,船橋市,540817,,
8272,1995年度,12-205,千葉県,館山市,52880,,
8273,1995年度,12-206,千葉県,木更津市,123499,,
8274,1995年度,12-207,千葉県,松戸市,461503,,
8275,1995年度,12-208,千葉県,野田市,152245,,
8276,1995年度,12-210,千葉県,茂原市,91664,,
8277,1995年度,12-211,千葉県,成田市,112662,,
8278,1995年度,12-212,千葉県,佐倉市,162624,,
8279,1995年度,12-213,千葉県,東金市,54520,,
8280,1995年度,12-215,千葉県,旭市,71382,,
8281,1995年度,12-216,千葉県,習志野市,152887,,
8282,1995年度,12-217,千葉県,柏市,362880,,
8283,1995年度,12-218,千葉県,勝浦市,24328,,
8284,1995年度,12-219,千葉県,市原市,277061,,
8285,1995年度,12-220,千葉県,流山市,146245,,
8286,1995年度,12-221,千葉県,八千代市,154509,,
8287,1995年度,12-222,千葉県,我孫子市,124257,,
8288,1995年度,12-223,千葉県,鴨川市,39283,,
8289,1995年度,12-224,千葉県,鎌ケ谷市,99694,,
8290,1995年度,12-225,千葉県,君津市,93216,,
8291,1995年度,12-226,千葉県,富津市,54273,,
8292,1995年度,12-227,千葉県,浦安市,123654,,
8293,1995年度,12-228,千葉県,四街道市,79495,,
8294,1995年度,12-229,千葉県,袖ケ浦市,57575,,
8295,1995年度,12-230,千葉県,八街市,65218,,
8296,1995年度,12-231,千葉県,印西市,72278,,
8297,1995年度,12-232,千葉県,白井市,47450,,
8298,1995年度,12-233,千葉県,富里市,48666,,
8299,1995年度,12-234,千葉県,南房総市,48945,,
8300,1995年度,12-235,千葉県,匝瑳市,43357,,
8301,1995年度,12-236,千葉県,香取市,93544,,
8302,1995年度,12-237,千葉県,山武市,58405,,
8303,1995年度,12-238,千葉県,いすみ市,43547,,
8304,1995年度,12-239,千葉県,大網白里市,42363,,
8305,1995年度,12-322,千葉県,酒々井町,20019,,
8306,1995年度,12-329,千葉県,栄町,25615,,
8307,1995年度,12-342,千葉県,神崎町,6156,,
8308,1995年度,12-347,千葉県,多古町,18201,,
8309,1995年度,12-349,千葉県,東庄町,17739,,
8310,1995年度,12-403,千葉県,九十九里町,20196,,
8311,1995年度,12-409,千葉県,芝山町,8517,,
8312,1995年度,12-410,千葉県,横芝光町,26814,,
8313,1995年度,12-421,千葉県,一宮町,11302,,
8314,1995年度,12-422,千葉県,睦沢町,8250,,
8315,1995年度,12-423,千葉県,長生村,13133,,
8316,1995年度,12-424,千葉県,白子町,13238,,
8317,1995年度,12-426,千葉県,長柄町,8846,,
8318,1995年度,12-427,千葉県,長南町,11339,,
8319,1995年度,12-441,千葉県,大多喜町,12678,,
8320,1995年度,12-443,千葉県,御宿町,8129,,
8321,1995年度,12-463,千葉県,鋸南町,11071,,
8322,1995年度,13-101,東京都,千代田区,34780,,
8323,1995年度,13-102,東京都,中央区,63923,,
8324,1995年度,13-103,東京都,港区,144885,,
8325,1995年度,13-104,東京都,新宿区,279048,,
8326,1995年度,13-105,東京都,文京区,172474,,
8327,1995年度,13-106,東京都,台東区,153918,,
8328,1995年度,13-107,東京都,墨田区,215681,,
8329,1995年度,13-108,東京都,江東区,365604,,
8330,1995年度,13-109,東京都,品川区,325377,,
8331,1995年度,13-110,東京都,目黒区,243100,,
8332,1995年度,13-111,東京都,大田区,636276,,
8333,1995年度,13-112,東京都,世田谷区,781104,,
8334,1995年度,13-113,東京都,渋谷区,188472,,
8335,1995年度,13-114,東京都,中野区,306581,,
8336,1995年度,13-115,東京都,杉並区,515803,,
8337,1995年度,13-116,東京都,豊島区,246252,,
8338,1995年度,13-117,東京都,北区,334127,,
8339,1995年度,13-118,東京都,荒川区,176886,,
8340,1995年度,13-119,東京都,板橋区,511415,,
8341,1995年度,13-120,東京都,練馬区,635746,,
8342,1995年度,13-121,東京都,足立区,622270,,
8343,1995年度,13-122,東京都,葛飾区,424478,,
8344,1995年度,13-123,東京都,江戸川区,589414,,
8345,1995年度,13-201,東京都,八王子市,503363,,
8346,1995年度,13-202,東京都,立川市,157884,,
8347,1995年度,13-203,東京都,武蔵野市,135051,,
8348,1995年度,13-204,東京都,三鷹市,165721,,
8349,1995年度,13-205,東京都,青梅市,137234,,
8350,1995年度,13-206,東京都,府中市,216211,,
8351,1995年度,13-207,東京都,昭島市,107292,,
8352,1995年度,13-208,東京都,調布市,198574,,
8353,1995年度,13-209,東京都,町田市,360525,,
8354,1995年度,13-210,東京都,小金井市,109279,,
8355,1995年度,13-211,東京都,小平市,172946,,
8356,1995年度,13-212,東京都,日野市,166537,,
8357,1995年度,13-213,東京都,東村山市,135112,,
8358,1995年度,13-214,東京都,国分寺市,105786,,
8359,1995年度,13-215,東京都,国立市,66719,,
8360,1995年度,13-218,東京都,福生市,61497,,
8361,1995年度,13-219,東京都,狛江市,74656,,
8362,1995年度,13-220,東京都,東大和市,76355,,
8363,1995年度,13-221,東京都,清瀬市,67386,,
8364,1995年度,13-222,東京都,東久留米市,111097,,
8365,1995年度,13-223,東京都,武蔵村山市,67015,,
8366,1995年度,13-224,東京都,多摩市,148113,,
8367,1995年度,13-225,東京都,稲城市,62806,,
8368,1995年度,13-227,東京都,羽村市,55095,,
8369,1995年度,13-228,東京都,あきる野市,75355,,
8370,1995年度,13-229,東京都,西東京市,175073,,
8371,1995年度,13-303,東京都,瑞穂町,32714,,
8372,1995年度,13-305,東京都,日の出町,16701,,
8373,1995年度,13-307,東京都,檜原村,3560,,
8374,1995年度,13-308,東京都,奥多摩町,8257,,
8375,1995年度,13-361,東京都,大島町,9693,,
8376,1995年度,13-362,東京都,利島村,317,,
8377,1995年度,13-363,東京都,新島村,3163,,
8378,1995年度,13-364,東京都,神津島村,2276,,
8379,1995年度,13-381,東京都,三宅村,3831,,
8380,1995年度,13-382,東京都,御蔵島村,275,,
8381,1995年度,13-401,東京都,八丈町,9476,,
8382,1995年度,13-402,東京都,青ヶ島村,237,,
8383,1995年度,13-421,東京都,小笠原村,2809,,
8384,1995年度,14-100,神奈川県,横浜市,3307136,,
8403,1995年度,14-130,神奈川県,川崎市,1202820,,
8411,1995年度,14-150,神奈川県,相模原市,646513,,
8415,1995年度,14-201,神奈川県,横須賀市,432193,,
8416,1995年度,14-203,神奈川県,平塚市,253822,,
8417,1995年度,14-204,神奈川県,鎌倉市,170329,,
8418,1995年度,14-205,神奈川県,藤沢市,368651,,
8419,1995年度,14-206,神奈川県,小田原市,200103,,
8420,1995年度,14-207,神奈川県,茅ヶ崎市,212874,,
8421,1995年度,14-208,神奈川県,逗子市,56578,,
8422,1995年度,14-210,神奈川県,三浦市,54152,,
